,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Gross Weight,Net Weight,Is Recyclable?,Min. Person Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_9807,"Single Female with two children, education: partial high school working as manual",S03le_WA,"Meat from Frozen Foods department, Ordered Brand : Carrington",['Coffee Bar'],Best Price Savers,Supermarket,7.26 M,3.63 M,13.6638,12.1956,no,10K+,1973.78,,440.92,293.95,720.5371
mc_ID_9808,"Single Female with three children, education: partial college working as clerical",S03le_WA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl",['Coffee Bar'],Best Price Savers,Supermarket,2.16 M,0.9288 M,13.0969,10.1897,no,50K+,1966.68,1236.07,440.92,293.95,720.5371
mc_ID_9809,"Married Female with No children, education: partial high school working as manual",B14on_WA,"Meat from Deli department, Ordered Brand : Lake","['Bar For Salad', 'Ready Food']",Shelf Clearing Days,Supermarket,4.29 M,1.9734 M,18.606,14.2452,no,10K+,3690.56,,853.22,,554.903
mc_ID_9810,"Married Female with five children, education: partial high school working as manual",M12ty_DF,"Baking Goods from Baking Goods department, Ordered Brand : Landslide",[],Coupon Spectacular,Mid-Size,11.2 M,5.376 M,28.0543,23.5482,yes,30K+,3391.8,2083.43,783.64,522.49,658.0909
mc_ID_9811,"Single Female with four children, education: partial high school working as manual",S01em_OR,"Vegetables from Produce department, Ordered Brand : Tri-State","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",I Cant Believe It Sale,Deluxe,7.29 M,2.4057 M,27.3275,25.7286,yes,10K+,2575,1734.5,503.07,335.38,363.3281
mc_ID_9812,"Single Male with four children, education: high school degree working as professional",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store']",Price Cutters,Deluxe,3.36 M,1.3104 M,13.0969,8.7361,yes,130K+,2146.32,1525.28,373.1,248.79,642.0871
mc_ID_9813,"Married Male with one child, education: partial high school working as skilled manual",P07nd_OR,"Pizza from Frozen Foods department, Ordered Brand : Big Time",[],Shelf Clearing Days,Supermarket,6.2 M,2.976 M,19.7689,16.8617,yes,10K+,,,227.8,151.9,399.6243
mc_ID_9814,"Single Female with No children, education: high school degree working as professional",S03le_WA,"Vegetables from Produce department, Ordered Brand : Ebony",['Coffee Bar'],,,8.68 M,3.1248 M,,,no,110K+,1970.94,,440.92,293.95,349.2594
mc_ID_9815,"Single Male with four children, education: bachelors degree working as management",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",[],You Save Days,Supermarket,8.92 M,3.6572 M,19.7689,,no,50K+,1892.08,1507.27,227.8,153.36,565.9906
mc_ID_9816,"Married Female with three children, education: partial college working as professional",L05es_CA,"Vegetables from Produce department, Ordered Brand : High Top",['Florist'],You Save Days,Supermarket,3.99 M,1.8753 M,28.3451,23.9843,yes,130K+,2193.51,1320.15,525.32,348.14,689.3663
mc_ID_9817,"Married Female with five children, education: partial college working as skilled manual",M12ty_DF,"Frozen Desserts from Frozen Foods department, Ordered Brand : Golden",[],Weekend Discount,Mid-Size,7.8 M,2.73 M,13.7946,12.3265,yes,30K+,3391.8,2085.67,783.64,523.18,577.7581
mc_ID_9818,"Married Female with five children, education: bachelors degree working as professional",B14on_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington","['Ready Food', 'Bar For Salad']",Full Free,Supermarket,2.07 M,0.6624 M,21.3678,18.3153,yes,130K+,3687.88,2265.9,853.22,568.75,736.907
mc_ID_9819,"Married Female with three children, education: high school degree working as professional",C15ho_ZA,"Meat from Meat department, Ordered Brand : Footnote","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Saving Days,,2.91 M,1.3095 M,19.1874,,no,70K+,2207.28,,385.45,256.97,474.0995
mc_ID_9820,"Married Female with four children, education: high school degree working as manual",A17co_GU,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",[],Mystery Sale,Supermarket,3.44 M,1.1008 M,21.3678,18.3153,yes,30K+,2193.23,1623.48,341.05,,718.9681
mc_ID_9821,"Married Female with No children, education: partial college working as management",V13er_BC,"Vegetables from Produce department, Ordered Brand : Hermanos","['Video Store', 'Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Price Smashers,Deluxe,2.76 M,1.0488 M,20.0596,18.606,yes,70K+,2143.61,1525.28,373.1,248.79,499.2035
mc_ID_9822,"Single Male with one child, education: bachelors degree working as professional",P07nd_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",[],Full Free,Supermarket,8.85 M,2.7435 M,31.543,27.1822,yes,50K+,1889.12,1508,227.8,151.9,272.2738
mc_ID_9823,"Married Female with three children, education: high school degree working as manual",A17co_GU,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",[],Price Slashers,Supermarket,3.99 M,1.6758 M,31.8337,28.7811,yes,10K+,2190.24,1623.48,,227.33,277.0331
mc_ID_9824,"Single Female with No children, education: bachelors degree working as professional",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,,8.1 M,3.24 M,,,no,70K+,2857.7,1871.16,,395.95,343.611
mc_ID_9825,"Married Female with three children, education: partial college working as clerical",L05es_CA,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",['Florist'],Savings Galore,Supermarket,13.28 M,6.64 M,9.3175,,no,30K+,2192.32,1320.15,523.32,350.74,322.4295
mc_ID_9826,"Single Male with one child, education: high school degree working as manual",S01em_OR,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",,Deluxe,4.68 M,2.1996 M,,9.0413,yes,10K+,2568.17,1734.5,,335.38,282.9953
mc_ID_9827,"Married Female with four children, education: high school degree working as manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",[],Sales Days,Supermarket,5.28 M,1.9536 M,9.1431,7.675,yes,10K+,2810.16,,,304.91,610.5502
mc_ID_9828,"Married Female with four children, education: partial high school working as management",H11go_ZA,"Decongestants from Health and Hygiene department, Ordered Brand : Consolidated","['Ready Food', 'Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar']",Price Winners,Deluxe,4.4 M,1.716 M,13.3585,8.9832,yes,110K+,2841.03,2038.11,481.98,322.07,453.9117
mc_ID_9829,"Single Male with two children, education: bachelors degree working as professional",S03le_WA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",['Coffee Bar'],,Supermarket,13.44 M,5.1072 M,,13.0823,no,130K+,1973.5,,440.92,292.38,436.7573
mc_ID_9830,"Single Female with three children, education: partial college working as management",B06ls_CA,"Meat from Deli department, Ordered Brand : Lake","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",Discount Frenzy,Gourmet,2.13 M,0.6816 M,24.7111,21.8039,yes,30K+,,,465.54,312.15,504.9565
mc_ID_9831,"Married Female with two children, education: partial high school working as skilled manual",C15ho_ZA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Saving Days,Gourmet,6.48 M,1.944 M,30.5255,29.0719,no,10K+,2206.65,1564.86,385.45,256.97,474.0995
mc_ID_9832,"Married Male with two children, education: bachelors degree working as professional",B06ls_CA,"Cleaning Supplies from Household department, Ordered Brand : Cormorant","['Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Mystery Sale,Gourmet,7.78 M,2.6452 M,9.0268,6.1196,yes,90K+,,1424.85,465.54,308.67,360.0332
mc_ID_9833,"Married Female with one child, education: high school degree working as manual",S18co_CA,"Vegetables from Produce department, Ordered Brand : High Top",['Coffee Bar'],Green Light Special,Small Grocery,1.38 M,0.5244 M,17.8792,16.4256,no,30K+,2092.66,1423.37,398.93,265.98,665.2037
mc_ID_9834,"Married Male with four children, education: bachelors degree working as professional",P07nd_OR,"Bread from Baked Goods department, Ordered Brand : Sphinx",[],GLD,Supermarket,3.96 M,1.386 M,25.874,22.8214,no,70K+,,1508,227.8,151.9,727.9637
mc_ID_9835,"Single Female with one child, education: partial high school working as skilled manual",S04ne_WA,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",[],Big Time Discounts,Supermarket,6.08 M,2.7968 M,14.376,11.4688,yes,10K+,,2049.72,457.36,304.91,310.662
mc_ID_9836,"Married Male with four children, education: partial high school working as professional",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Ready Food', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist']",Sale : Double Down,Deluxe,1.64 M,0.656 M,23.8389,22.24,yes,90K+,2572.86,1734.5,503.07,335.38,265.6317
mc_ID_9837,"Married Male with five children, education: high school degree working as professional",L05es_CA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",['Florist'],Roller Savings (High) ,Supermarket,2.19 M,0.7446 M,11.7596,8.8524,yes,70K+,2194.28,1320.15,523.32,348.85,532.6232
mc_ID_9838,"Married Female with five children, education: partial high school working as skilled manual",B08am_WA,"Baking Goods from Baking Goods department, Ordered Brand : Plato",['Coffee Bar'],Super Savers,Small Grocery,1.49 M,0.745 M,31.543,28.6358,no,10K+,2620.42,2069.04,332.83,220.55,601.3454
mc_ID_9839,"Single Female with five children, education: partial high school working as manual",V13er_BC,"Canned Clams from Canned Foods department, Ordered Brand : Better","['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Super Duper Savers,Deluxe,8.44 M,3.376 M,25.5832,24.1296,yes,10K+,2146.8,1525.28,373.1,248.79,318.3501
mc_ID_9840,"Married Female with one child, education: bachelors degree working as professional",S01em_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Ready Food', 'Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar']",GLD,Deluxe,5.56 M,1.8348 M,9.4338,7.9657,no,70K+,2572.86,,503.07,334.99,346.5921
mc_ID_9841,"Married Male with No children, education: bachelors degree working as professional",V13er_BC,"Baking Goods from Baking Goods department, Ordered Brand : Landslide","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist', 'Video Store']",Money Savers,,2.46 M,0.8856 M,21.9493,,yes,50K+,2143.52,1523.27,373.1,248.79,560.656
mc_ID_9842,"Married Male with two children, education: partial high school working as manual",S04ne_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",[],One Day Sale,Supermarket,5.96 M,1.9668 M,9.3321,4.9713,no,50K+,2815.25,2049.72,457.36,304.91,486.7561
mc_ID_9843,"Married Female with four children, education: high school degree working as professional",S04ne_WA,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",[],,Supermarket,7.36 M,2.208 M,,8.7216,no,150K+,2811.99,2046.86,457.36,303.99,300.8296
mc_ID_9844,"Married Male with three children, education: partial high school working as manual",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Gorilla",[],Tip Top Savings,Supermarket,8.22 M,3.5346 M,26.4554,25.0018,no,10K+,2811.99,2049.72,,,557.8318
mc_ID_9845,"Single Female with one child, education: bachelors degree working as professional",M10da_YU,"Canned Soup from Canned Foods department, Ordered Brand : Better","['Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Sale Winners,Deluxe,2.52 M,1.0584 M,23.2575,18.8967,yes,50K+,2865.49,1871.16,593.93,395.57,519.7574
mc_ID_9846,"Single Male with two children, education: bachelors degree working as professional",M10da_YU,"Hot Beverages from Beverages department, Ordered Brand : BBB Best","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Shelf Clearing Days,Deluxe,3.36 M,1.6128 M,25.0018,22.0946,no,90K+,2861.13,1871.16,593.93,395.95,516.7763
mc_ID_9847,"Single Female with No children, education: bachelors degree working as management",M10da_YU,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Two Day Sale,Deluxe,5.72 M,2.5168 M,27.4729,24.4204,yes,70K+,2861.13,1870.18,595.93,395.95,402.0824
mc_ID_9848,"Single Male with one child, education: bachelors degree working as management",L05es_CA,"Fruit from Produce department, Ordered Brand : Tri-State",['Florist'],Save It (Sale),Supermarket,4.26 M,1.3206 M,13.9836,11.0618,no,50K+,2192.21,1318.64,525.32,348.43,427.7617
mc_ID_9849,"Single Male with four children, education: bachelors degree working as professional",S18co_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",['Coffee Bar'],Tip Top Savings,Small Grocery,3.96 M,1.5444 M,23.9843,21.0771,no,50K+,2085.28,1423.37,400.93,,708.4558
mc_ID_9850,"Married Female with four children, education: bachelors degree working as professional",L05es_CA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Walrus",['Florist'],Budget Bargains,Supermarket,4.83 M,2.415 M,28.1997,25.1472,yes,50K+,2192.32,1320.15,523.32,347.49,738.7898
mc_ID_9851,"Single Male with five children, education: bachelors degree working as management",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",Shelf Clearing Days,Deluxe,11.28 M,4.7376 M,,9.303,yes,150K+,2861.13,1871.16,593.93,396.93,516.7763
mc_ID_9852,"Single Female with two children, education: bachelors degree working as professional",H11go_ZA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best","['Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist', 'Ready Food']",Two Day Sale,Deluxe,1.59 M,0.7314 M,18.606,17.1524,yes,50K+,,2038.11,,,495.7517
mc_ID_9853,"Single Female with one child, education: high school degree working as skilled manual",A17co_GU,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",[],Price Slashers,Supermarket,1.46 M,0.438 M,11.7596,8.8524,yes,30K+,2191.86,1623.48,,227.33,277.0331
mc_ID_9854,"Single Male with one child, education: partial college working as professional",H11go_ZA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Florist', 'Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad']",Two Day Sale,,14.44 M,4.332 M,31.6883,,yes,30K+,2841.35,2036.08,481.98,321.26,495.7517
mc_ID_9855,"Single Female with two children, education: bachelors degree working as management",V19ia_BC,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good","['Coffee Bar', 'Florist']",Super Duper Savers,,11.73 M,4.3401 M,10.2769,,yes,70K+,3200.69,2553.24,,259.66,458.9848
mc_ID_9856,"Married Male with three children, education: graduate degree working as professional",M12ty_DF,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",[],Go For It,Mid-Size,5.34 M,2.1894 M,20.7864,17.8792,yes,70K+,3396.46,,783.64,521.27,717.3991
mc_ID_9857,"Married Male with four children, education: high school degree working as manual",O09ba_VE,"Plastic Products from Household department, Ordered Brand : Denny","['Ready Food', 'Bar For Salad']",Best Savings,Supermarket,15.56 M,5.446 M,11.2508,6.8755,no,30K+,3235.23,2449.83,472.27,,576.1891
mc_ID_9858,"Married Male with No children, education: graduate degree working as professional",S01em_OR,"Hardware from Household department, Ordered Brand : Sunset","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",Bag Stuffer,Deluxe,5.49 M,1.9764 M,28.4904,25.5832,yes,110K+,2568.58,1733.04,503.07,336,662.2226
mc_ID_9859,"Married Female with five children, education: high school degree working as professional",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",[],Savings Galore,Mid-Size,4.89 M,1.7604 M,18.1699,15.2627,yes,70K+,3561.71,,447.7,298.5,708.8742
mc_ID_9860,"Married Female with two children, education: partial high school working as manual",H11go_ZA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best","['Video Store', 'Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Pick Your Savings,Deluxe,4.53 M,1.5402 M,27.7636,26.31,yes,10K+,,2038.11,481.98,,739.4174
mc_ID_9861,"Married Female with four children, education: partial high school working as skilled manual",T02ma_WA,"Hygiene from Health and Hygiene department, Ordered Brand : Hilltop","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Full Free,Deluxe,3.2 M,1.376 M,28.7811,25.7286,yes,10K+,3147.75,2055.29,654.13,,570.3838
mc_ID_9862,"Married Male with four children, education: bachelors degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Coffee Bar'],Best Price Savers,Supermarket,11.64 M,4.074 M,23.4028,20.4957,yes,30K+,1967.65,1236.07,442.92,294.04,349.2594
mc_ID_9863,"Married Male with one child, education: bachelors degree working as professional",M12ty_DF,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",[],Full Free,Mid-Size,2.8 M,0.98 M,23.9843,19.6235,yes,50K+,3388.79,2085.67,783.64,522.49,778.5901
mc_ID_9864,"Married Female with three children, education: high school degree working as manual",C15ho_ZA,"Vegetables from Produce department, Ordered Brand : High Top","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Price Destroyers,Gourmet,8.25 M,2.64 M,28.6358,27.1822,no,30K+,2209.24,1564.86,385.45,256.97,343.5064
mc_ID_9865,"Single Female with No children, education: bachelors degree working as professional",S01em_OR,"Fruit from Produce department, Ordered Brand : Ebony","['Bar For Salad', 'Florist', 'Ready Food', 'Video Store', 'Coffee Bar']",GLD,Deluxe,9.72 M,3.7908 M,,18.8967,no,50K+,2571.25,1732.79,503.07,335.38,346.5921
mc_ID_9866,"Married Female with two children, education: partial high school working as manual",O09ba_VE,"Dairy from Dairy department, Ordered Brand : Club","['Bar For Salad', 'Ready Food']",Money Savers,Supermarket,3.7 M,1.591 M,19.4781,16.4256,no,10K+,3232.19,2448.95,470.27,313.55,290.0035
mc_ID_9867,"Married Male with five children, education: high school degree working as professional",L05es_CA,"Electrical from Household department, Ordered Brand : Cormorant",['Florist'],Roller Savings (High) ,Supermarket,2.9 M,1.044 M,24.5657,22.9668,yes,110K+,2192.32,1320.15,,348.85,532.6232
mc_ID_9868,"Single Female with two children, education: graduate degree working as management",V13er_BC,"Plastic Products from Household department, Ordered Brand : Denny","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",Price Slashers,Deluxe,11.67 M,5.0181 M,11.2508,6.8755,no,110K+,2143.02,1525.28,373.1,248.79,403.9652
mc_ID_9869,"Single Male with one child, education: bachelors degree working as management",T02ma_WA,"Hygiene from Health and Hygiene department, Ordered Brand : Faux Products","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Save Price,Deluxe,2.6 M,0.858 M,29.944,27.0368,yes,70K+,3145.51,2055.29,654.13,436.39,584.191
mc_ID_9870,"Single Female with two children, education: bachelors degree working as professional",S04ne_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best",[],Savings Galore,Supermarket,9.88 M,4.446 M,12.8934,9.9716,yes,90K+,2809.89,2049.72,457.36,306.29,714.2611
mc_ID_9871,"Single Male with two children, education: bachelors degree working as professional",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Super Duper Savers,Deluxe,2.58 M,1.2642 M,21.3678,18.3153,yes,50K+,3142.49,2055.29,654.13,437.57,364.2695
mc_ID_9872,"Single Female with two children, education: high school degree working as professional",T02ma_WA,"Plastic Products from Household department, Ordered Brand : Red Wing","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Dollar Days,Deluxe,13.84 M,6.0896 M,23.9843,22.5307,yes,70K+,3149.16,,656.13,436.09,725.9763
mc_ID_9873,"Single Male with two children, education: bachelors degree working as professional",S01em_OR,"Dairy from Dairy department, Ordered Brand : Gorilla","['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist', 'Video Store']",Price Slashers,,11.72 M,4.3364 M,30.2347,,yes,30K+,2572.86,1734.5,503.07,336.53,282.9953
mc_ID_9874,"Single Male with No children, education: bachelors degree working as professional",B06ls_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store']",Promo Big,Gourmet,3.3 M,1.089 M,13.6347,10.7275,yes,50K+,2200.69,1424.85,465.54,,612.1192
mc_ID_9875,"Married Female with two children, education: high school degree working as professional",B06ls_CA,"Candy from Snacks department, Ordered Brand : Gulf Coast","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad', 'Video Store']",Sale : Double Down,Gourmet,11.92 M,4.172 M,28.0543,25.0018,yes,130K+,,1424.85,465.54,310.3,292.6708
mc_ID_9876,"Single Female with three children, education: bachelors degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Coffee Bar'],,Supermarket,3.56 M,1.5308 M,,26.1647,yes,10K+,1966.19,1236.07,440.92,294.01,724.5119
mc_ID_9877,"Single Female with one child, education: high school degree working as skilled manual",T02ma_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Discount Frenzy,Deluxe,4.62 M,1.8942 M,21.0771,19.6235,yes,30K+,3141.23,2055.29,654.13,436.09,779.6884
mc_ID_9878,"Single Female with four children, education: high school degree working as manual",S03le_WA,"Candy from Snacks department, Ordered Brand : Atomic",['Coffee Bar'],Savings Galore,Supermarket,5.34 M,2.67 M,20.2049,15.6988,no,30K+,1970.94,1236.07,440.92,293.95,724.5119
mc_ID_9879,"Single Male with No children, education: partial high school working as manual",C15ho_ZA,"Paper Products from Household department, Ordered Brand : Denny","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Roller Savings (High) ,Gourmet,10.35 M,4.6575 M,27.0368,24.1296,yes,10K+,2210.02,,385.45,256.97,637.6939
mc_ID_9880,"Married Female with No children, education: graduate degree working as professional",O09ba_VE,"Vegetables from Produce department, Ordered Brand : Hermanos","['Bar For Salad', 'Ready Food']",Savings Galore,Supermarket,6.54 M,2.4852 M,26.6008,25.0018,no,130K+,3232.19,2448.37,470.27,313.55,550.1437
mc_ID_9881,"Single Female with four children, education: partial high school working as professional",S01em_OR,"Bread from Baked Goods department, Ordered Brand : Sphinx","['Florist', 'Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar']",Bag Stuffer,Deluxe,7.32 M,2.928 M,23.2575,20.3503,yes,90K+,2572.86,1734.14,503.07,334.15,662.2226
mc_ID_9882,"Single Male with two children, education: high school degree working as skilled manual",B06ls_CA,"Vegetables from Canned Foods department, Ordered Brand : Blue Label","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",Promo Big,Gourmet,7.82 M,2.4242 M,31.8337,30.2347,yes,30K+,2203.87,1424.81,,311.38,612.1192
mc_ID_9883,"Single Female with two children, education: partial high school working as manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food', 'Florist']",Discount Frenzy,Gourmet,5.04 M,2.2176 M,15.2627,13.8091,yes,30K+,2205.5,1427.7,465.54,311.24,555.2168
mc_ID_9884,"Single Male with one child, education: high school degree working as management",S03le_WA,"Dairy from Dairy department, Ordered Brand : Even Better",['Coffee Bar'],Savings Galore,Supermarket,2.55 M,0.8925 M,21.5132,18.606,yes,110K+,1970.94,,440.92,293.95,724.5119
mc_ID_9885,"Married Male with five children, education: graduate degree working as professional",V13er_BC,"Electrical from Household department, Ordered Brand : Cormorant","['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",Save It (Sale),Deluxe,7.48 M,3.0668 M,31.543,27.1822,no,110K+,2147.17,1525.28,,247.16,393.4006
mc_ID_9886,"Single Male with three children, education: bachelors degree working as professional",V13er_BC,"Carbonated Beverages from Beverages department, Ordered Brand : Token","['Coffee Bar', 'Florist', 'Ready Food', 'Video Store', 'Bar For Salad']",Price Slashers,Deluxe,1.65 M,0.8085 M,14.5359,11.6287,no,50K+,2148.45,1525.28,373.1,248.79,403.9652
mc_ID_9887,"Single Female with four children, education: partial high school working as professional",T02ma_WA,"Decongestants from Health and Hygiene department, Ordered Brand : Bird Call","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Discount Frenzy,Deluxe,7.52 M,3.1584 M,30.3801,27.3275,yes,110K+,3145.51,2053.88,654.13,436.09,779.6884
mc_ID_9888,"Married Female with three children, education: partial high school working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",Lottery Cash Registerion,Deluxe,10.92 M,3.822 M,14.0999,12.6317,no,10K+,2572.86,1732.97,,333.8,313.0678
mc_ID_9889,"Married Female with four children, education: bachelors degree working as professional",B14on_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Ready Food', 'Bar For Salad']",Roller Savings (High) ,Supermarket,6.57 M,2.3652 M,21.0771,18.1699,no,70K+,3686.18,2265.9,,568.75,356.4245
mc_ID_9890,"Single Female with two children, education: high school degree working as skilled manual",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",[],GLD,Supermarket,5.19 M,1.7646 M,11.0037,9.5501,yes,30K+,1887.7,1508,227.8,151.9,727.9637
mc_ID_9891,"Single Female with two children, education: partial high school working as manual",S03le_WA,"Bread from Baked Goods department, Ordered Brand : Colony",['Coffee Bar'],Best Price Savers,Supermarket,4.68 M,1.5444 M,12.6753,9.7681,no,10K+,1968.6,1236.07,440.92,293.95,720.5371
mc_ID_9892,"Married Male with four children, education: bachelors degree working as professional",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store', 'Ready Food']",Green Light Special,Deluxe,2.64 M,1.2408 M,20.9317,16.4256,no,70K+,2150.6,1525.28,375.1,248.79,507.9899
mc_ID_9893,"Married Male with two children, education: graduate degree working as professional",B06ls_CA,"Hygiene from Health and Hygiene department, Ordered Brand : Hilltop","['Coffee Bar', 'Video Store', 'Ready Food', 'Florist', 'Bar For Salad']",Best Savings,Gourmet,13.8 M,5.796 M,25.0018,,no,110K+,2196.38,1424.78,465.54,309.93,281.4786
mc_ID_9894,"Single Female with three children, education: high school degree working as manual",M10da_YU,"Fruit from Produce department, Ordered Brand : Hermanos","['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Shelf Clearing Days,Deluxe,3.78 M,1.8144 M,10.306,8.8524,no,30K+,2861.13,1871.16,,396.48,516.7763
mc_ID_9895,"Single Female with one child, education: partial high school working as skilled manual",S04ne_WA,"Meat from Deli department, Ordered Brand : American",[],Big Time Discounts,Supermarket,5.04 M,1.764 M,28.9265,27.3275,no,10K+,2807.39,2049.72,457.36,304.91,310.662
mc_ID_9896,"Single Male with three children, education: high school degree working as skilled manual",M12ty_DF,"Seafood from Seafood department, Ordered Brand : Curlew",[],Budget Bargains,Mid-Size,6.48 M,2.4624 M,,10.1315,no,30K+,3394.45,2085.67,783.64,521.03,546.0643
mc_ID_9897,"Single Female with two children, education: bachelors degree working as professional",S04ne_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",[],Super Duper Savers,Supermarket,8.92 M,3.0328 M,30.9615,29.3626,yes,90K+,2811.99,2049.72,457.36,305.78,527.7593
mc_ID_9898,"Married Male with two children, education: bachelors degree working as professional",T02ma_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Super Duper Savers,Deluxe,9.0 M,3.78 M,26.7461,25.1472,yes,30K+,3145.78,2052.4,,436.09,364.2695
