,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_5902,"Married Female with four children, education: high school degree working as professional",C15ho_ZA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",,,7.38 Millions,2.5092 Millions,,,"{'Gross Weight': 20.7864, 'Net Weight': 19.3328, 'Package Weight': 1.4536}",yes,70K+,,1562.83,385.45,256.97,343.5064
mc_ID_5903,"Married Female with two children, education: high school degree working as skilled manual",H11go_ZA,"Cleaning Supplies from Household department, Ordered Brand : Sunset","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad', 'Video Store']",Save Price,Deluxe,7.4 Millions,3.7 Millions,23.8389,20.7864,"{'Gross Weight': 23.8389, 'Net Weight': 20.7864, 'Package Weight': 3.0525}",yes,50K+,2841.35,2038.11,481.98,321.26,284.3028
mc_ID_5904,"Single Female with No children, education: bachelors degree working as management",H11go_ZA,"Meat from Deli department, Ordered Brand : American","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",One Day Sale,Deluxe,3.12 Millions,1.2168 Millions,20.641,16.1349,"{'Gross Weight': 20.641, 'Net Weight': 16.1349, 'Package Weight': 4.5061}",yes,70K+,2841.35,2038.11,481.98,321.26,767.3456
mc_ID_5905,"Married Male with two children, education: high school degree working as professional",S01em_OR,"Seafood from Seafood department, Ordered Brand : Curlew","['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",I Cant Believe It Sale,Deluxe,5.16 Millions,1.5996 Millions,9.9862,5.6109,"{'Gross Weight': 9.9862, 'Net Weight': 5.6109, 'Package Weight': 4.3753}",no,150K+,2575.42,1733.62,503.07,334.59,363.3281
mc_ID_5906,"Married Male with four children, education: high school degree working as skilled manual",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",[],,,3.86 Millions,1.93 Millions,15.2627,,"{'Gross Weight': 15.2627, 'Net Weight': 13.8091, 'Package Weight': 1.4536}",yes,30K+,2808.27,2049.72,457.36,304.91,515.2596
mc_ID_5907,"Married Female with one child, education: bachelors degree working as professional",B06ls_CA,"Vegetables from Produce department, Ordered Brand : Hermanos","['Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store', 'Ready Food']",Sale Sale Sale,Gourmet,5.19 Millions,2.3874 Millions,22.0946,17.5885,"{'Gross Weight': 22.0946, 'Net Weight': 17.5885, 'Package Weight': 4.5061}",no,50K+,2202.81,1422.63,465.54,310.3,304.1768
mc_ID_5908,"Married Male with No children, education: high school degree working as professional",B06ls_CA,"Vegetables from Produce department, Ordered Brand : Tri-State","['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Two for One,Gourmet,8.4 Millions,3.612 Millions,18.4606,15.4081,"{'Gross Weight': 18.4606, 'Net Weight': 15.4081, 'Package Weight': 3.0525}",no,110K+,2197.37,1424.85,465.54,310.3,360.7131
mc_ID_5909,"Married Male with four children, education: bachelors degree working as professional",B06ls_CA,"Canned Sardines from Canned Foods department, Ordered Brand : Just Right","['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",,Gourmet,1.58 Millions,0.553 Millions,10.0153,7.0935,"{'Gross Weight': 10.0153, 'Net Weight': 7.0935, 'Package Weight': 2.9217}",yes,70K+,2200.69,1424.85,465.54,311.65,504.9565
mc_ID_5910,"Single Male with three children, education: partial high school working as manual",S03le_WA,"Dairy from Dairy department, Ordered Brand : Gorilla",['Coffee Bar'],,Supermarket,11.84 Millions,5.0912 Millions,,9.5501,"{'Gross Weight': 12.4718, 'Net Weight': 9.5501, 'Package Weight': 2.9217}",yes,10K+,1970.94,1236.07,440.92,295.54,349.2594
mc_ID_5911,"Married Female with four children, education: graduate degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Coffee Bar'],Weekend Discount,Supermarket,5.4 Millions,1.998 Millions,17.007,12.6317,"{'Gross Weight': 17.007, 'Net Weight': 12.6317, 'Package Weight': 4.3753}",yes,70K+,1970.94,1236.07,440.92,295.11,364.1649
mc_ID_5912,"Single Male with one child, education: high school degree working as manual",T02ma_WA,"Hygiene from Health and Hygiene department, Ordered Brand : Hilltop","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Save It (Sale),Deluxe,7.98 Millions,3.9102 Millions,12.3555,9.4484,"{'Gross Weight': 12.3555, 'Net Weight': 9.4484, 'Package Weight': 2.9072}",no,30K+,3145.51,2057.76,654.13,,728.9051
mc_ID_5913,"Married Female with one child, education: partial high school working as manual",M12ty_DF,"Electrical from Household department, Ordered Brand : Red Wing",[],,Mid-Size,9.92 Millions,3.1744 Millions,,11.7741,"{'Gross Weight': 16.1349, 'Net Weight': 11.7741, 'Package Weight': 4.3608}",no,10K+,3391.58,2085.67,783.64,524.19,717.3991
mc_ID_5914,"Single Female with one child, education: partial high school working as skilled manual",O09ba_VE,"Canned Tuna from Canned Foods department, Ordered Brand : Bravo","['Bar For Salad', 'Ready Food']",,,6.68 Millions,2.338 Millions,,14.0853,"{'Gross Weight': 15.5534, 'Net Weight': 14.0853, 'Package Weight': 1.4681}",yes,50K+,3234.98,2450.32,470.27,311.87,402.7623
mc_ID_5915,"Single Female with one child, education: high school degree working as manual",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Pick Your Savings,,3.36 Millions,1.4448 Millions,26.7461,,"{'Gross Weight': 26.7461, 'Net Weight': 22.24, 'Package Weight': 4.5061}",no,30K+,2858.7,1871.16,593.93,395.74,295.4427
mc_ID_5916,"Single Female with two children, education: bachelors degree working as professional",S04ne_WA,"Eggs from Eggs department, Ordered Brand : National",[],One Day Sale,,3.51 Millions,1.5795 Millions,24.7111,,"{'Gross Weight': 24.7111, 'Net Weight': 21.8039, 'Package Weight': 2.9072}",no,90K+,2811.99,2049.72,457.36,304.91,486.7561
mc_ID_5917,"Married Female with one child, education: bachelors degree working as management",H11go_ZA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Jeffers","['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",Tip Top Savings,Deluxe,6.87 Millions,3.2289 Millions,30.9615,29.3626,"{'Gross Weight': 30.9615, 'Net Weight': 29.3626, 'Package Weight': 1.599}",no,70K+,2841.35,,481.98,320.16,416.2557
mc_ID_5918,"Married Female with one child, education: high school degree working as skilled manual",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],Roller Savings (High) ,Supermarket,5.2 Millions,2.132 Millions,13.2132,8.8524,"{'Gross Weight': 13.2132, 'Net Weight': 8.8524, 'Package Weight': 4.3608}",no,30K+,1885.93,1508,227.8,151.9,379.7503
mc_ID_5919,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : High Top",[],Savings Galore,,4.46 Millions,2.0516 Millions,27.1822,,"{'Gross Weight': 27.1822, 'Net Weight': 25.7286, 'Package Weight': 1.4536}",no,130K+,2811.99,2049.72,457.36,305.72,714.2611
mc_ID_5920,"Single Female with five children, education: bachelors degree working as management",S04ne_WA,"Cleaning Supplies from Household department, Ordered Brand : Cormorant",[],,Supermarket,11.67 Millions,5.6016 Millions,,6.1196,"{'Gross Weight': 9.0268, 'Net Weight': 6.1196, 'Package Weight': 2.9072}",yes,70K+,2809.79,2048.94,457.36,304.91,610.5502
mc_ID_5921,"Married Female with three children, education: partial college working as professional",T02ma_WA,"Dairy from Dairy department, Ordered Brand : Club","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Dollar Days,Deluxe,10.5 Millions,3.15 Millions,20.7864,17.8792,"{'Gross Weight': 20.7864, 'Net Weight': 17.8792, 'Package Weight': 2.9072}",yes,30K+,3145.51,2055.29,654.13,436.09,725.9763
mc_ID_5922,"Single Female with two children, education: partial college working as manual",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",[],Price Winners,Supermarket,8.1 Millions,3.321 Millions,23.6936,20.641,"{'Gross Weight': 23.6936, 'Net Weight': 20.641, 'Package Weight': 3.0525}",yes,30K+,2811.99,2049.72,457.36,304.4,497.9483
mc_ID_5923,"Married Female with five children, education: graduate degree working as management",H11go_ZA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Golden",[],Savings Galore,Mid-Size,8.44 Millions,3.5448 Millions,15.5534,14.0853,"{'Gross Weight': 15.5534, 'Net Weight': 14.0853, 'Package Weight': 1.4681}",yes,70K+,3565.8,2819.7,447.7,300.36,708.8742
mc_ID_5924,"Single Female with three children, education: high school degree working as skilled manual",M10da_YU,"Baking Goods from Baking Goods department, Ordered Brand : Plato","['Video Store', 'Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Sale Winners,Deluxe,2.98 Millions,1.4602 Millions,31.543,28.6358,"{'Gross Weight': 31.543, 'Net Weight': 28.6358, 'Package Weight': 2.9072}",no,30K+,2861.13,1871.16,593.93,395.95,519.7574
mc_ID_5925,"Married Female with three children, education: high school degree working as manual",H11go_ZA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Bar For Salad', 'Ready Food', 'Florist', 'Video Store', 'Coffee Bar']",Dimes Off,,8.4 Millions,2.772 Millions,10.9601,6.5848,"{'Gross Weight': 10.9601, 'Net Weight': 6.5848, 'Package Weight': 4.3753}",no,50K+,2841.35,2038.11,481.98,,602.7575
mc_ID_5926,"Married Male with four children, education: bachelors degree working as professional",L05es_CA,"Canned Soup from Canned Foods department, Ordered Brand : Pleasant",['Florist'],,Supermarket,8.07 Millions,2.9859 Millions,,26.8915,"{'Gross Weight': 29.7987, 'Net Weight': 26.8915, 'Package Weight': 2.9072}",yes,50K+,2191.06,1320.15,523.32,348.85,427.7617
mc_ID_5927,"Married Male with three children, education: bachelors degree working as management",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",,Deluxe,1.86 Millions,0.5766 Millions,,27.3275,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",yes,50K+,2147.17,1525.28,373.1,248.12,755.9442
mc_ID_5928,"Married Female with No children, education: bachelors degree working as professional",V13er_BC,"Meat from Deli department, Ordered Brand : Cutting Edge","['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Price Slashers,Deluxe,7.04 Millions,2.6048 Millions,31.8337,28.7811,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",yes,70K+,2151.33,1525.28,373.1,248.79,403.9652
mc_ID_5929,"Married Male with four children, education: bachelors degree working as professional",M10da_YU,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Walrus","['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",,,2.49 Millions,0.7719 Millions,,,"{'Gross Weight': 22.8214, 'Net Weight': 19.7689, 'Package Weight': 3.0525}",no,130K+,2856.9,1871.16,593.93,,608.772
mc_ID_5930,"Single Female with three children, education: graduate degree working as management",S03le_WA,"Canned Anchovies from Canned Foods department, Ordered Brand : Just Right",['Coffee Bar'],,Supermarket,11.4 Millions,5.7 Millions,,10.3205,"{'Gross Weight': 14.6813, 'Net Weight': 10.3205, 'Package Weight': 4.3608}",yes,90K+,1973.04,1236.07,440.92,293.95,309.5637
mc_ID_5931,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Meat from Deli department, Ordered Brand : Red Spade","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Sale Winners,Deluxe,10.32 Millions,3.7152 Millions,17.2978,12.9224,"{'Gross Weight': 17.2978, 'Net Weight': 12.9224, 'Package Weight': 4.3753}",yes,50K+,2861.13,1869.71,,395.95,519.7574
mc_ID_5932,"Single Female with four children, education: bachelors degree working as management",S01em_OR,"Vegetables from Produce department, Ordered Brand : Tri-State","['Video Store', 'Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Save Price,,14.32 Millions,4.296 Millions,28.9265,,"{'Gross Weight': 28.9265, 'Net Weight': 27.3275, 'Package Weight': 1.599}",no,50K+,2572.02,1734.5,505.07,335.38,419.9167
mc_ID_5933,"Married Female with two children, education: bachelors degree working as professional",S03le_WA,"Specialty from Produce department, Ordered Brand : Ebony",['Coffee Bar'],,Supermarket,4.72 Millions,2.0768 Millions,,25.874,"{'Gross Weight': 30.3801, 'Net Weight': 25.874, 'Package Weight': 4.5061}",yes,50K+,1968.35,1236.07,440.92,295.9,647.8924
mc_ID_5934,"Single Male with three children, education: high school degree working as manual",S03le_WA,"Vegetables from Canned Foods department, Ordered Brand : Better",['Coffee Bar'],Best Savings,,2.8 Millions,0.924 Millions,30.9615,27.909,"{'Gross Weight': 30.9615, 'Net Weight': 27.909, 'Package Weight': 3.0525}",yes,30K+,1965.96,1236.07,440.92,293.95,596.2723
mc_ID_5935,"Single Male with three children, education: bachelors degree working as management",B14on_WA,"Canned Soup from Canned Foods department, Ordered Brand : Bravo","['Ready Food', 'Bar For Salad']",Coupon Spectacular,,7.65 Millions,2.907 Millions,25.0018,,"{'Gross Weight': 25.0018, 'Net Weight': 20.641, 'Package Weight': 4.3608}",no,70K+,3687.88,2265.9,855.22,568.75,269.1881
mc_ID_5936,"Married Male with No children, education: partial high school working as skilled manual",H11go_ZA,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Go For It,Deluxe,4.35 Millions,1.5225 Millions,24.8564,21.9493,"{'Gross Weight': 24.8564, 'Net Weight': 21.9493, 'Package Weight': 2.9072}",yes,10K+,2838.67,2038.11,483.98,321.26,455.3761
mc_ID_5937,"Married Female with two children, education: bachelors degree working as professional",M10da_YU,"Baking Goods from Baking Goods department, Ordered Brand : CDR","['Video Store', 'Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Shelf Clearing Days,Deluxe,6.08 Millions,3.04 Millions,26.0193,24.4204,"{'Gross Weight': 26.0193, 'Net Weight': 24.4204, 'Package Weight': 1.599}",no,50K+,2863,1871.16,593.93,395.95,516.7763
mc_ID_5938,"Single Female with three children, education: partial high school working as manual",S03le_WA,"Paper Products from Household department, Ordered Brand : Denny",['Coffee Bar'],Price Slashers,Supermarket,7.16 Millions,3.2936 Millions,30.6708,27.7636,"{'Gross Weight': 30.6708, 'Net Weight': 27.7636, 'Package Weight': 2.9072}",no,10K+,1970.94,1236.07,440.92,293.95,402.6054
mc_ID_5939,"Married Male with two children, education: high school degree working as manual",V13er_BC,"Vegetables from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist', 'Ready Food']",Price Slashers,Deluxe,7.36 Millions,2.7968 Millions,13.155,8.7942,"{'Gross Weight': 13.155, 'Net Weight': 8.7942, 'Package Weight': 4.3608}",no,30K+,2147.17,1525.28,373.1,248.79,403.9652
mc_ID_5940,"Single Female with two children, education: partial college working as professional",P07nd_OR,"Pain Relievers from Health and Hygiene department, Ordered Brand : Consolidated",[],Saving Days,Supermarket,11.94 Millions,3.7014 Millions,14.5359,11.6287,"{'Gross Weight': 14.5359, 'Net Weight': 11.6287, 'Package Weight': 2.9072}",yes,50K+,1887.7,1508,227.8,153.46,619.0228
mc_ID_5941,"Single Male with three children, education: bachelors degree working as management",L05es_CA,"Vegetables from Produce department, Ordered Brand : Tri-State",['Florist'],,Supermarket,7.83 Millions,2.8188 Millions,25.5832,22.676,"{'Gross Weight': 25.5832, 'Net Weight': 22.676, 'Package Weight': 2.9072}",yes,70K+,2188.81,1320.15,,348.85,338.6948
mc_ID_5942,"Single Male with No children, education: partial high school working as manual",T02ma_WA,"Hardware from Checkout department, Ordered Brand : Queen","['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Full Free,Deluxe,1.78 Millions,0.7298 Millions,12.5154,8.1401,"{'Gross Weight': 12.5154, 'Net Weight': 8.1401, 'Package Weight': 4.3753}",yes,30K+,3149.25,2055.29,654.13,436.09,288.5914
mc_ID_5943,"Married Female with four children, education: bachelors degree working as professional",S03le_WA,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",['Coffee Bar'],Price Smashers,Supermarket,4.8 Millions,2.016 Millions,16.7163,13.8091,"{'Gross Weight': 16.7163, 'Net Weight': 13.8091, 'Package Weight': 2.9072}",yes,50K+,1970.94,1236.07,440.92,293.95,722.9429
mc_ID_5944,"Single Male with four children, education: partial high school working as skilled manual",C15ho_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",,Gourmet,1.8 Millions,0.81 Millions,24.5657,21.5132,"{'Gross Weight': 24.5657, 'Net Weight': 21.5132, 'Package Weight': 3.0525}",no,10K+,2207.28,1564.86,385.45,256.97,396.2248
mc_ID_5945,"Married Female with one child, education: partial college working as clerical",L05es_CA,"Electrical from Household department, Ordered Brand : Red Wing",['Florist'],Roller Savings (High) ,,3.08 Millions,1.4784 Millions,22.9668,21.5132,"{'Gross Weight': 22.9668, 'Net Weight': 21.5132, 'Package Weight': 1.4536}",no,30K+,2196.27,1320.15,523.32,348.85,532.6232
mc_ID_5946,"Married Male with No children, education: bachelors degree working as professional",C15ho_ZA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Price Cutters,,6.96 Millions,2.9232 Millions,21.8039,18.8967,"{'Gross Weight': 21.8039, 'Net Weight': 18.8967, 'Package Weight': 2.9072}",yes,50K+,2206.41,1564.86,385.45,256.97,729.2712
mc_ID_5947,"Single Female with one child, education: partial high school working as manual",M12ty_DF,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time",[],Go For It,Mid-Size,5.88 Millions,2.2932 Millions,25.0018,22.0946,"{'Gross Weight': 25.0018, 'Net Weight': 22.0946, 'Package Weight': 2.9072}",no,10K+,3394.66,2085.67,783.64,522.49,717.3991
mc_ID_5948,"Single Male with one child, education: high school degree working as manual",V13er_BC,"Cleaning Supplies from Household department, Ordered Brand : High Quality","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Sale : Double Down,Deluxe,5.73 Millions,1.9482 Millions,31.8337,27.3275,"{'Gross Weight': 31.8337, 'Net Weight': 27.3275, 'Package Weight': 4.5061}",yes,30K+,2145.9,1525.28,375.1,248.79,278.2883
mc_ID_5949,"Married Male with four children, education: high school degree working as skilled manual",M12ty_DF,"Canned Soup from Canned Foods department, Ordered Brand : Just Right",[],Three for One,Mid-Size,14.85 Millions,5.4945 Millions,19.6235,18.1699,"{'Gross Weight': 19.6235, 'Net Weight': 18.1699, 'Package Weight': 1.4536}",yes,30K+,3390.69,2085.67,783.64,522.49,570.5407
mc_ID_5950,"Single Male with three children, education: partial college working as management",P07nd_OR,"Canned Anchovies from Canned Foods department, Ordered Brand : Just Right",[],Save Price,Supermarket,11.4 Millions,5.586 Millions,14.6813,10.3205,"{'Gross Weight': 14.6813, 'Net Weight': 10.3205, 'Package Weight': 4.3608}",yes,50K+,1887.7,1508,227.8,152.87,325.6721
mc_ID_5951,"Single Female with two children, education: graduate degree working as professional",B14on_WA,"Paper Products from Household department, Ordered Brand : Denny","['Ready Food', 'Bar For Salad']",Super Duper Savers,,10.35 Millions,3.4155 Millions,27.0368,24.1296,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",yes,110K+,3687.79,2265.9,853.22,568.75,677.285
mc_ID_5952,"Married Female with one child, education: partial college working as clerical",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist', 'Video Store']",Lottery Cash Registerion,Deluxe,5.2 Millions,1.612 Millions,17.1524,12.7916,"{'Gross Weight': 17.1524, 'Net Weight': 12.7916, 'Package Weight': 4.3608}",no,30K+,2575.14,1734.5,503.07,335.38,290.7357
mc_ID_5953,"Single Male with four children, education: graduate degree working as professional",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Dimes Off,Deluxe,6.36 Millions,2.544 Millions,17.4431,13.0823,"{'Gross Weight': 17.4431, 'Net Weight': 13.0823, 'Package Weight': 4.3608}",no,90K+,2857.37,,593.93,,474.7271
mc_ID_5954,"Married Male with three children, education: partial high school working as manual",L05es_CA,"Vegetables from Produce department, Ordered Brand : Hermanos",['Florist'],You Save Days,Supermarket,11.24 Millions,4.9456 Millions,15.5534,12.6317,"{'Gross Weight': 15.5534, 'Net Weight': 12.6317, 'Package Weight': 2.9217}",no,10K+,2190.15,1320.15,523.32,348.85,689.3663
mc_ID_5955,"Single Female with one child, education: partial high school working as manual",M12ty_DF,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],,Mid-Size,7.8 Millions,3.51 Millions,13.2132,8.8524,"{'Gross Weight': 13.2132, 'Net Weight': 8.8524, 'Package Weight': 4.3608}",no,10K+,3389.25,2085.67,783.64,522.49,778.5901
mc_ID_5956,"Married Female with two children, education: bachelors degree working as professional",B06ls_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Roller Savings (High) ,,8.1 Millions,3.24 Millions,30.8162,26.4554,"{'Gross Weight': 30.8162, 'Net Weight': 26.4554, 'Package Weight': 4.3608}",no,50K+,2200.69,1424.85,465.54,309.92,532.6232
mc_ID_5957,"Married Female with No children, education: graduate degree working as professional",O09ba_VE,"Fruit from Produce department, Ordered Brand : Hermanos","['Ready Food', 'Bar For Salad']",Super Savers,,2.96 Millions,0.9768 Millions,12.6317,,"{'Gross Weight': 12.6317, 'Net Weight': 11.1636, 'Package Weight': 1.4681}",no,130K+,3231.03,2448.37,470.27,313.55,754.7413
mc_ID_5958,"Married Male with four children, education: high school degree working as skilled manual",S04ne_WA,"Hardware from Checkout department, Ordered Brand : Black Tie",[],Go For It,Supermarket,2.68 Millions,0.8844 Millions,15.4081,12.5009,"{'Gross Weight': 15.4081, 'Net Weight': 12.5009, 'Package Weight': 2.9072}",no,30K+,2807.81,2049.72,457.36,303.9,509.6635
mc_ID_5959,"Married Male with three children, education: partial college working as management",V13er_BC,"Canned Soup from Canned Foods department, Ordered Brand : Pleasant","['Coffee Bar', 'Video Store', 'Ready Food', 'Florist', 'Bar For Salad']",Green Light Special,,10.76 Millions,4.4116 Millions,29.7987,,"{'Gross Weight': 29.7987, 'Net Weight': 26.8915, 'Package Weight': 2.9072}",yes,30K+,2147.17,1525.28,373.1,248.79,507.9899
mc_ID_5960,"Single Male with three children, education: graduate degree working as professional",M12ty_DF,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",[],,Mid-Size,5.43 Millions,1.9548 Millions,15.6988,12.7916,"{'Gross Weight': 15.6988, 'Net Weight': 12.7916, 'Package Weight': 2.9072}",no,70K+,3388.75,2085.67,783.64,522.49,658.0909
mc_ID_5961,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Fruit from Produce department, Ordered Brand : Tri-State","['Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad', 'Ready Food']",,,7.2 Millions,2.448 Millions,,,"{'Gross Weight': 19.9142, 'Net Weight': 18.3153, 'Package Weight': 1.599}",no,50K+,2863.31,1870.5,593.93,395.95,519.7574
mc_ID_5962,"Single Female with three children, education: bachelors degree working as management",S04ne_WA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Big Time",[],Sale : Double Down,,11.73 Millions,3.9882 Millions,15.8442,,"{'Gross Weight': 15.8442, 'Net Weight': 12.9224, 'Package Weight': 2.9217}",yes,50K+,2810.68,2047.04,457.36,304.91,327.7641
mc_ID_5963,"Married Female with No children, education: partial high school working as professional",S03le_WA,"Baking Goods from Baking Goods department, Ordered Brand : CDR",['Coffee Bar'],Price Slashers,Supermarket,7.04 Millions,2.5344 Millions,31.1069,28.0543,"{'Gross Weight': 31.1069, 'Net Weight': 28.0543, 'Package Weight': 3.0525}",yes,90K+,1970.94,1238.87,440.92,293.95,525.3012
mc_ID_5964,"Single Female with three children, education: bachelors degree working as professional",B08am_WA,"Dairy from Dairy department, Ordered Brand : Carlson",['Coffee Bar'],Sale Winners,Small Grocery,2.26 Millions,1.017 Millions,20.4957,17.5885,"{'Gross Weight': 20.4957, 'Net Weight': 17.5885, 'Package Weight': 2.9072}",yes,50K+,2618.37,2069.04,330.83,220.55,564.9446
mc_ID_5965,"Married Female with five children, education: partial college working as skilled manual",V13er_BC,"Vegetables from Produce department, Ordered Brand : Ebony","['Video Store', 'Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",,,6.51 Millions,3.1899 Millions,,,"{'Gross Weight': 22.676, 'Net Weight': 21.2225, 'Package Weight': 1.4536}",no,30K+,,,373.1,247.8,403.9652
mc_ID_5966,"Married Female with four children, education: high school degree working as skilled manual",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store']",GLD,,9.64 Millions,4.6272 Millions,31.6883,,"{'Gross Weight': 31.6883, 'Net Weight': 28.6358, 'Package Weight': 3.0525}",yes,30K+,2857.54,1872.9,595.93,397.23,484.1411
mc_ID_5967,"Single Female with one child, education: high school degree working as professional",M12ty_DF,"Snack Foods from Snack Foods department, Ordered Brand : Fast",[],Go For It,Mid-Size,9.75 Millions,3.6075 Millions,16.4256,12.0648,"{'Gross Weight': 16.4256, 'Net Weight': 12.0648, 'Package Weight': 4.3608}",yes,110K+,3388.51,2085.67,783.64,520.9,717.3991
mc_ID_5968,"Married Female with five children, education: bachelors degree working as professional",S01em_OR,"Plastic Products from Household department, Ordered Brand : Red Wing","['Video Store', 'Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Tip Top Savings,Deluxe,13.84 Millions,6.228 Millions,23.9843,22.5307,"{'Gross Weight': 23.9843, 'Net Weight': 22.5307, 'Package Weight': 1.4536}",yes,70K+,,1734.5,503.07,,287.127
mc_ID_5969,"Single Female with four children, education: high school degree working as management",H11go_ZA,"Candy from Snacks department, Ordered Brand : Atomic","['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store']",Dimes Off,,10.8 Millions,3.672 Millions,25.4379,22.5307,"{'Gross Weight': 25.4379, 'Net Weight': 22.5307, 'Package Weight': 2.9072}",no,70K+,2841.75,2038.11,481.98,321.26,602.7575
mc_ID_5970,"Single Male with two children, education: high school degree working as management",B14on_WA,"Vegetables from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Ready Food']",Price Destroyers,,7.48 Millions,2.4684 Millions,27.1822,25.7286,"{'Gross Weight': 27.1822, 'Net Weight': 25.7286, 'Package Weight': 1.4536}",yes,110K+,3684.88,2265.9,855.22,567.16,601.7115
mc_ID_5971,"Single Male with four children, education: graduate degree working as professional",M10da_YU,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady","['Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad', 'Florist']",,Deluxe,1.71 Millions,0.5814 Millions,19.9142,15.4081,"{'Gross Weight': 19.9142, 'Net Weight': 15.4081, 'Package Weight': 4.5061}",yes,90K+,2865.3,1871.16,593.93,395.46,608.772
